Stock,Features,Volatility,Percent Return,Win Rate,Accuracy Test,Total Dict,Selected Features,binarized
TSLA,4,0.6288776923363669,-50.496087280000026,37.5,0.3412698412698413,"{'-1.0': {'precision': 0.4666666666666667, 'recall': 0.22105263157894736, 'f1-score': 0.3, 'support': 95.0}, '0.0': {'precision': 0.3273809523809524, 'recall': 0.7534246575342466, 'f1-score': 0.45643153526970953, 'support': 73.0}, '1.0': {'precision': 0.2564102564102564, 'recall': 0.11904761904761904, 'f1-score': 0.16260162601626016, 'support': 84.0}, 'accuracy': 0.3412698412698413, 'macro avg': {'precision': 0.3501526251526252, 'recall': 0.36450830272027096, 'f1-score': 0.30634438709532325, 'support': 252.0}, 'weighted avg': {'precision': 0.35623255712541424, 'recall': 0.3412698412698413, 'f1-score': 0.2995160264287883, 'support': 252.0}}","['n_estimators', 'adx_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,5,0.6288776923363669,-18.569389699999967,44.11764705882353,0.3293650793650793,"{'-1.0': {'precision': 0.475, 'recall': 0.2, 'f1-score': 0.2814814814814815, 'support': 95.0}, '0.0': {'precision': 0.2994011976047904, 'recall': 0.684931506849315, 'f1-score': 0.4166666666666667, 'support': 73.0}, '1.0': {'precision': 0.3111111111111111, 'recall': 0.16666666666666666, 'f1-score': 0.21705426356589147, 'support': 84.0}, 'accuracy': 0.32936507936507936, 'macro avg': {'precision': 0.36183743623863385, 'recall': 0.3505327245053273, 'f1-score': 0.30506747057134653, 'support': 252.0}, 'weighted avg': {'precision': 0.3695024633273136, 'recall': 0.32936507936507936, 'f1-score': 0.2991665299481837, 'support': 252.0}}","['n_estimators', 'adx_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,6,0.6288776923363669,0.3785074699999859,56.41025641025641,0.3134920634920635,"{'-1.0': {'precision': 0.525, 'recall': 0.22105263157894736, 'f1-score': 0.3111111111111111, 'support': 95.0}, '0.0': {'precision': 0.2611464968152866, 'recall': 0.5616438356164384, 'f1-score': 0.3565217391304348, 'support': 73.0}, '1.0': {'precision': 0.3090909090909091, 'recall': 0.20238095238095238, 'f1-score': 0.2446043165467626, 'support': 84.0}, 'accuracy': 0.3134920634920635, 'macro avg': {'precision': 0.36507913530206526, 'recall': 0.32835913985877935, 'f1-score': 0.3040790555961028, 'support': 252.0}, 'weighted avg': {'precision': 0.3765965501236202, 'recall': 0.3134920634920635, 'f1-score': 0.3020968456428784, 'support': 252.0}}","['n_estimators', 'adx_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,7,0.6288776923363669,-19.039404069999986,38.88888888888889,0.3293650793650793,"{'-1.0': {'precision': 0.5, 'recall': 0.24210526315789474, 'f1-score': 0.3262411347517731, 'support': 95.0}, '0.0': {'precision': 0.3037974683544304, 'recall': 0.6575342465753424, 'f1-score': 0.4155844155844156, 'support': 73.0}, '1.0': {'precision': 0.25, 'recall': 0.14285714285714285, 'f1-score': 0.18181818181818182, 'support': 84.0}, 'accuracy': 0.32936507936507936, 'macro avg': {'precision': 0.35126582278481017, 'recall': 0.34749888419679337, 'f1-score': 0.30788124405145684, 'support': 252.0}, 'weighted avg': {'precision': 0.3598302190074342, 'recall': 0.32936507936507936, 'f1-score': 0.30398133893574625, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,8,0.6288776923363669,-7.901021929999934,50.0,0.2936507936507936,"{'-1.0': {'precision': 0.525, 'recall': 0.22105263157894736, 'f1-score': 0.3111111111111111, 'support': 95.0}, '0.0': {'precision': 0.25, 'recall': 0.5205479452054794, 'f1-score': 0.3377777777777778, 'support': 73.0}, '1.0': {'precision': 0.25, 'recall': 0.17857142857142858, 'f1-score': 0.20833333333333334, 'support': 84.0}, 'accuracy': 0.29365079365079366, 'macro avg': {'precision': 0.3416666666666666, 'recall': 0.30672400178528514, 'f1-score': 0.28574074074074074, 'support': 252.0}, 'weighted avg': {'precision': 0.35367063492063494, 'recall': 0.29365079365079366, 'f1-score': 0.2845767195767196, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,9,0.6288776923363669,-7.442295529999937,50.0,0.3333333333333333,"{'-1.0': {'precision': 0.5348837209302325, 'recall': 0.24210526315789474, 'f1-score': 0.3333333333333333, 'support': 95.0}, '0.0': {'precision': 0.2875, 'recall': 0.6301369863013698, 'f1-score': 0.3948497854077253, 'support': 73.0}, '1.0': {'precision': 0.30612244897959184, 'recall': 0.17857142857142858, 'f1-score': 0.22556390977443608, 'support': 84.0}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.3761687233032747, 'recall': 0.35027122601023103, 'f1-score': 0.31791567617183153, 'support': 252.0}, 'weighted avg': {'precision': 0.38696721905816595, 'recall': 0.3333333333333333, 'f1-score': 0.31523043421620334, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,10,0.6288776923363669,-12.48886915999996,53.333333333333336,0.3531746031746032,"{'-1.0': {'precision': 0.6, 'recall': 0.22105263157894736, 'f1-score': 0.3230769230769231, 'support': 95.0}, '0.0': {'precision': 0.32335329341317365, 'recall': 0.7397260273972602, 'f1-score': 0.45, 'support': 73.0}, '1.0': {'precision': 0.28, 'recall': 0.16666666666666666, 'f1-score': 0.208955223880597, 'support': 84.0}, 'accuracy': 0.3531746031746032, 'macro avg': {'precision': 0.4011177644710579, 'recall': 0.37581510854762473, 'f1-score': 0.3273440489858401, 'support': 252.0}, 'weighted avg': {'precision': 0.4131936127744511, 'recall': 0.3531746031746032, 'f1-score': 0.321803755945547, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
TSLA,11,0.6288776923363669,-41.52319120999999,39.47368421052632,0.3373015873015873,"{'-1.0': {'precision': 0.42857142857142855, 'recall': 0.18947368421052632, 'f1-score': 0.26277372262773724, 'support': 95.0}, '0.0': {'precision': 0.3271604938271605, 'recall': 0.726027397260274, 'f1-score': 0.451063829787234, 'support': 73.0}, '1.0': {'precision': 0.2916666666666667, 'recall': 0.16666666666666666, 'f1-score': 0.21212121212121213, 'support': 84.0}, 'accuracy': 0.3373015873015873, 'macro avg': {'precision': 0.3491328630217519, 'recall': 0.36072258271248897, 'f1-score': 0.30865292151206114, 'support': 252.0}, 'weighted avg': {'precision': 0.35355953080820807, 'recall': 0.3373015873015873, 'f1-score': 0.3004339088979561, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window']",1
TSLA,12,0.6288776923363669,-22.01430593000002,47.05882352941176,0.2857142857142857,"{'-1.0': {'precision': 0.4864864864864865, 'recall': 0.18947368421052632, 'f1-score': 0.2727272727272727, 'support': 95.0}, '0.0': {'precision': 0.26582278481012656, 'recall': 0.5753424657534246, 'f1-score': 0.36363636363636365, 'support': 73.0}, '1.0': {'precision': 0.21052631578947367, 'recall': 0.14285714285714285, 'f1-score': 0.1702127659574468, 'support': 84.0}, 'accuracy': 0.2857142857142857, 'macro avg': {'precision': 0.32094519569536223, 'recall': 0.3025577642736979, 'f1-score': 0.2688588007736944, 'support': 252.0}, 'weighted avg': {'precision': 0.33057734140345735, 'recall': 0.2857142857142857, 'f1-score': 0.2648905468054404, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
TSLA,13,0.6288776923363669,-33.78960278000005,40.54054054054054,0.3214285714285714,"{'-1.0': {'precision': 0.4523809523809524, 'recall': 0.2, 'f1-score': 0.2773722627737226, 'support': 95.0}, '0.0': {'precision': 0.3032258064516129, 'recall': 0.6438356164383562, 'f1-score': 0.41228070175438597, 'support': 73.0}, '1.0': {'precision': 0.2727272727272727, 'recall': 0.17857142857142858, 'f1-score': 0.2158273381294964, 'support': 84.0}, 'accuracy': 0.32142857142857145, 'macro avg': {'precision': 0.342778010519946, 'recall': 0.34080234833659495, 'f1-score': 0.301826767552535, 'support': 252.0}, 'weighted avg': {'precision': 0.3492887510168616, 'recall': 0.32142857142857145, 'f1-score': 0.2959379071208394, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,14,0.6288776923363669,-13.13369431999998,50.0,0.3412698412698413,"{'-1.0': {'precision': 0.5, 'recall': 0.18947368421052632, 'f1-score': 0.2748091603053435, 'support': 95.0}, '0.0': {'precision': 0.3373493975903614, 'recall': 0.7671232876712328, 'f1-score': 0.4686192468619247, 'support': 73.0}, '1.0': {'precision': 0.24, 'recall': 0.14285714285714285, 'f1-score': 0.1791044776119403, 'support': 84.0}, 'accuracy': 0.3412698412698413, 'macro avg': {'precision': 0.3591164658634538, 'recall': 0.36648470491296736, 'f1-score': 0.3075109615930695, 'support': 252.0}, 'weighted avg': {'precision': 0.36621629374641423, 'recall': 0.3412698412698413, 'f1-score': 0.2990509974973457, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,15,0.6288776923363669,-10.329675190000016,46.42857142857143,0.3412698412698413,"{'-1.0': {'precision': 0.5384615384615384, 'recall': 0.22105263157894736, 'f1-score': 0.31343283582089554, 'support': 95.0}, '0.0': {'precision': 0.3216374269005848, 'recall': 0.7534246575342466, 'f1-score': 0.45081967213114754, 'support': 73.0}, '1.0': {'precision': 0.23809523809523808, 'recall': 0.11904761904761904, 'f1-score': 0.15873015873015872, 'support': 84.0}, 'accuracy': 0.3412698412698413, 'macro avg': {'precision': 0.3660647344857871, 'recall': 0.36450830272027096, 'f1-score': 0.30766088889406723, 'support': 252.0}, 'weighted avg': {'precision': 0.37552927903805094, 'recall': 0.3412698412698413, 'f1-score': 0.30166384445195304, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,16,0.6288776923363669,-37.99169539,38.88888888888889,0.369047619047619,"{'-1.0': {'precision': 0.5217391304347826, 'recall': 0.25263157894736843, 'f1-score': 0.3404255319148936, 'support': 95.0}, '0.0': {'precision': 0.3357664233576642, 'recall': 0.6301369863013698, 'f1-score': 0.4380952380952381, 'support': 73.0}, '1.0': {'precision': 0.3333333333333333, 'recall': 0.27380952380952384, 'f1-score': 0.3006535947712418, 'support': 84.0}, 'accuracy': 0.36904761904761907, 'macro avg': {'precision': 0.39694629570859336, 'recall': 0.3855260296860874, 'f1-score': 0.3597247882604579, 'support': 252.0}, 'weighted avg': {'precision': 0.40506415196989615, 'recall': 0.36904761904761907, 'f1-score': 0.355461428070046, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,17,0.6288776923363669,-27.284381219999982,35.714285714285715,0.3412698412698413,"{'-1.0': {'precision': 0.47619047619047616, 'recall': 0.21052631578947367, 'f1-score': 0.291970802919708, 'support': 95.0}, '0.0': {'precision': 0.3137254901960784, 'recall': 0.6575342465753424, 'f1-score': 0.4247787610619469, 'support': 73.0}, '1.0': {'precision': 0.3157894736842105, 'recall': 0.21428571428571427, 'f1-score': 0.2553191489361702, 'support': 84.0}, 'accuracy': 0.3412698412698413, 'macro avg': {'precision': 0.3685684800235884, 'recall': 0.36078209221684343, 'f1-score': 0.3240229043059417, 'support': 252.0}, 'weighted avg': {'precision': 0.3756602056027089, 'recall': 0.3412698412698413, 'f1-score': 0.3182257315298916, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,18,0.6288776923363669,-25.397693130000032,35.8974358974359,0.3373015873015873,"{'-1.0': {'precision': 0.5121951219512195, 'recall': 0.22105263157894736, 'f1-score': 0.3088235294117647, 'support': 95.0}, '0.0': {'precision': 0.31788079470198677, 'recall': 0.6575342465753424, 'f1-score': 0.42857142857142855, 'support': 73.0}, '1.0': {'precision': 0.26666666666666666, 'recall': 0.19047619047619047, 'f1-score': 0.2222222222222222, 'support': 84.0}, 'accuracy': 0.3373015873015873, 'macro avg': {'precision': 0.3655808611066243, 'recall': 0.3563543562101601, 'f1-score': 0.3198723934018052, 'support': 252.0}, 'weighted avg': {'precision': 0.37406283570877336, 'recall': 0.3373015873015873, 'f1-score': 0.3146453025654706, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,19,0.6288776923363669,-31.782804999999996,45.45454545454545,0.3015873015873015,"{'-1.0': {'precision': 0.4634146341463415, 'recall': 0.2, 'f1-score': 0.27941176470588236, 'support': 95.0}, '0.0': {'precision': 0.2857142857142857, 'recall': 0.5753424657534246, 'f1-score': 0.38181818181818183, 'support': 73.0}, '1.0': {'precision': 0.234375, 'recall': 0.17857142857142858, 'f1-score': 0.20270270270270271, 'support': 84.0}, 'accuracy': 0.30158730158730157, 'macro avg': {'precision': 0.3278346399535424, 'recall': 0.31797129810828445, 'f1-score': 0.28797754974225565, 'support': 252.0}, 'weighted avg': {'precision': 0.33559140119462416, 'recall': 0.30158730158730157, 'f1-score': 0.2835074283603696, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,20,0.6288776923363669,-31.116493259999988,37.83783783783784,0.3412698412698413,"{'-1.0': {'precision': 0.44680851063829785, 'recall': 0.22105263157894736, 'f1-score': 0.29577464788732394, 'support': 95.0}, '0.0': {'precision': 0.3092105263157895, 'recall': 0.6438356164383562, 'f1-score': 0.4177777777777778, 'support': 73.0}, '1.0': {'precision': 0.33962264150943394, 'recall': 0.21428571428571427, 'f1-score': 0.26277372262773724, 'support': 84.0}, 'accuracy': 0.3412698412698413, 'macro avg': {'precision': 0.3652138928211737, 'recall': 0.35972465410100596, 'f1-score': 0.32544204943094635, 'support': 252.0}, 'weighted avg': {'precision': 0.37122015404160075, 'recall': 0.3412698412698413, 'f1-score': 0.32011651598334717, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,21,0.6288776923363669,-48.221783899999984,37.93103448275862,0.3253968253968254,"{'-1.0': {'precision': 0.45652173913043476, 'recall': 0.22105263157894736, 'f1-score': 0.2978723404255319, 'support': 95.0}, '0.0': {'precision': 0.30357142857142855, 'recall': 0.6986301369863014, 'f1-score': 0.42323651452282157, 'support': 73.0}, '1.0': {'precision': 0.2631578947368421, 'recall': 0.11904761904761904, 'f1-score': 0.16393442622950818, 'support': 84.0}, 'accuracy': 0.3253968253968254, 'macro avg': {'precision': 0.34108368747956846, 'recall': 0.34624346253762256, 'f1-score': 0.2950144270592872, 'support': 252.0}, 'weighted avg': {'precision': 0.3477600899246045, 'recall': 0.3253968253968254, 'f1-score': 0.2895421813645643, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
TSLA,22,0.6288776923363669,-9.226681650000028,53.333333333333336,0.3452380952380952,"{'-1.0': {'precision': 0.4523809523809524, 'recall': 0.2, 'f1-score': 0.2773722627737226, 'support': 95.0}, '0.0': {'precision': 0.325, 'recall': 0.7123287671232876, 'f1-score': 0.44635193133047213, 'support': 73.0}, '1.0': {'precision': 0.32, 'recall': 0.19047619047619047, 'f1-score': 0.23880597014925373, 'support': 84.0}, 'accuracy': 0.34523809523809523, 'macro avg': {'precision': 0.3657936507936508, 'recall': 0.36760165253315935, 'f1-score': 0.3208433880844828, 'support': 252.0}, 'weighted avg': {'precision': 0.3713539304610733, 'recall': 0.34523809523809523, 'f1-score': 0.3134672914411326, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,23,0.6288776923363669,-20.08088931000002,47.61904761904761,0.3571428571428571,"{'-1.0': {'precision': 0.5306122448979592, 'recall': 0.2736842105263158, 'f1-score': 0.3611111111111111, 'support': 95.0}, '0.0': {'precision': 0.3116883116883117, 'recall': 0.6575342465753424, 'f1-score': 0.42290748898678415, 'support': 73.0}, '1.0': {'precision': 0.32653061224489793, 'recall': 0.19047619047619047, 'f1-score': 0.24060150375939848, 'support': 84.0}, 'accuracy': 0.35714285714285715, 'macro avg': {'precision': 0.3896103896103896, 'recall': 0.3738982158592829, 'f1-score': 0.34154003461909793, 'support': 252.0}, 'weighted avg': {'precision': 0.3991665930441441, 'recall': 0.35714285714285715, 'f1-score': 0.33884257368008047, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,24,0.6288776923363669,19.107411610000018,53.333333333333336,0.3611111111111111,"{'-1.0': {'precision': 0.5128205128205128, 'recall': 0.21052631578947367, 'f1-score': 0.29850746268656714, 'support': 95.0}, '0.0': {'precision': 0.3246753246753247, 'recall': 0.684931506849315, 'f1-score': 0.44052863436123346, 'support': 73.0}, '1.0': {'precision': 0.3559322033898305, 'recall': 0.25, 'f1-score': 0.2937062937062937, 'support': 84.0}, 'accuracy': 0.3611111111111111, 'macro avg': {'precision': 0.3978093469618893, 'recall': 0.38181927421292955, 'f1-score': 0.3442474635846981, 'support': 252.0}, 'weighted avg': {'precision': 0.40602203374600465, 'recall': 0.3611111111111111, 'f1-score': 0.3380481267258833, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,25,0.6288776923363669,-19.68977779,44.11764705882353,0.3452380952380952,"{'-1.0': {'precision': 0.5348837209302325, 'recall': 0.24210526315789474, 'f1-score': 0.3333333333333333, 'support': 95.0}, '0.0': {'precision': 0.30344827586206896, 'recall': 0.6027397260273972, 'f1-score': 0.4036697247706422, 'support': 73.0}, '1.0': {'precision': 0.3125, 'recall': 0.23809523809523808, 'f1-score': 0.2702702702702703, 'support': 84.0}, 'accuracy': 0.34523809523809523, 'macro avg': {'precision': 0.38361066559743384, 'recall': 0.36098007576017666, 'f1-score': 0.33575777612474855, 'support': 252.0}, 'weighted avg': {'precision': 0.3937130064535838, 'recall': 0.34523809523809523, 'f1-score': 0.33268753681597724, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,26,0.6288776923363669,-21.21559335,37.93103448275862,0.3492063492063492,"{'-1.0': {'precision': 0.4222222222222222, 'recall': 0.2, 'f1-score': 0.2714285714285714, 'support': 95.0}, '0.0': {'precision': 0.31736526946107785, 'recall': 0.726027397260274, 'f1-score': 0.44166666666666665, 'support': 73.0}, '1.0': {'precision': 0.4, 'recall': 0.19047619047619047, 'f1-score': 0.25806451612903225, 'support': 84.0}, 'accuracy': 0.3492063492063492, 'macro avg': {'precision': 0.37986249722776666, 'recall': 0.37216786257882145, 'f1-score': 0.32371991807475675, 'support': 252.0}, 'weighted avg': {'precision': 0.38443958643559445, 'recall': 0.3492063492063492, 'f1-score': 0.31628889010801453, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
TSLA,27,0.6288776923363669,-2.092477480000034,41.17647058823529,0.3531746031746032,"{'-1.0': {'precision': 0.4878048780487805, 'recall': 0.21052631578947367, 'f1-score': 0.29411764705882354, 'support': 95.0}, '0.0': {'precision': 0.3219178082191781, 'recall': 0.6438356164383562, 'f1-score': 0.4292237442922374, 'support': 73.0}, '1.0': {'precision': 0.3384615384615385, 'recall': 0.2619047619047619, 'f1-score': 0.2953020134228188, 'support': 84.0}, 'accuracy': 0.3531746031746032, 'macro avg': {'precision': 0.3827280749098323, 'recall': 0.37208889804419726, 'f1-score': 0.3395478015912932, 'support': 252.0}, 'weighted avg': {'precision': 0.38996917716429913, 'recall': 0.3531746031746032, 'f1-score': 0.33365031321999344, 'support': 252.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
VIVA3.SA,3,0.3586849459624334,-20.856506700000025,51.06382978723404,0.36,"{'-1.0': {'precision': 0.4067796610169492, 'recall': 0.2696629213483146, 'f1-score': 0.32432432432432434, 'support': 89.0}, '0.0': {'precision': 0.33695652173913043, 'recall': 0.40789473684210525, 'f1-score': 0.36904761904761907, 'support': 76.0}, '1.0': {'precision': 0.35353535353535354, 'recall': 0.4117647058823529, 'f1-score': 0.3804347826086957, 'support': 85.0}, 'accuracy': 0.36, 'macro avg': {'precision': 0.36575717876381103, 'recall': 0.3631074546909243, 'f1-score': 0.35793557532687964, 'support': 250.0}, 'weighted avg': {'precision': 0.3674503621327498, 'recall': 0.36, 'f1-score': 0.35699776173689224, 'support': 250.0}}","['n_estimators', 'cci_period']",1
VIVA3.SA,4,0.3586849459624334,15.01649022000007,61.76470588235294,0.34,"{'-1.0': {'precision': 0.4050632911392405, 'recall': 0.3595505617977528, 'f1-score': 0.38095238095238093, 'support': 89.0}, '0.0': {'precision': 0.2988505747126437, 'recall': 0.34210526315789475, 'f1-score': 0.31901840490797545, 'support': 76.0}, '1.0': {'precision': 0.32142857142857145, 'recall': 0.3176470588235294, 'f1-score': 0.31952662721893493, 'support': 85.0}, 'accuracy': 0.34, 'macro avg': {'precision': 0.3417808124268185, 'recall': 0.3397676279263923, 'f1-score': 0.33983247102643044, 'support': 250.0}, 'weighted avg': {'precision': 0.34433882064392757, 'recall': 0.34, 'f1-score': 0.34123969596551007, 'support': 250.0}}","['n_estimators', 'cci_period']",1
VIVA3.SA,5,0.3586849459624334,-13.512107160000031,58.82352941176471,0.368,"{'-1.0': {'precision': 0.41379310344827586, 'recall': 0.2696629213483146, 'f1-score': 0.32653061224489793, 'support': 89.0}, '0.0': {'precision': 0.35802469135802467, 'recall': 0.3815789473684211, 'f1-score': 0.36942675159235666, 'support': 76.0}, '1.0': {'precision': 0.35135135135135137, 'recall': 0.4588235294117647, 'f1-score': 0.3979591836734694, 'support': 85.0}, 'accuracy': 0.368, 'macro avg': {'precision': 0.37438971538588395, 'recall': 0.37002179937616675, 'f1-score': 0.3646388491702413, 'support': 250.0}, 'weighted avg': {'precision': 0.3756093104598852, 'recall': 0.368, 'f1-score': 0.3638567528922397, 'support': 250.0}}","['n_estimators', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
VIVA3.SA,6,0.3586849459624334,-27.52152446000002,50.0,0.368,"{'-1.0': {'precision': 0.390625, 'recall': 0.2808988764044944, 'f1-score': 0.32679738562091504, 'support': 89.0}, '0.0': {'precision': 0.36363636363636365, 'recall': 0.42105263157894735, 'f1-score': 0.3902439024390244, 'support': 76.0}, '1.0': {'precision': 0.35714285714285715, 'recall': 0.4117647058823529, 'f1-score': 0.3825136612021858, 'support': 85.0}, 'accuracy': 0.368, 'macro avg': {'precision': 0.3704680735930736, 'recall': 0.37123873795526485, 'f1-score': 0.3665183164207084, 'support': 250.0}, 'weighted avg': {'precision': 0.37103652597402603, 'recall': 0.368, 'f1-score': 0.3650286604312523, 'support': 250.0}}","['n_estimators', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
VIVA3.SA,7,0.3586849459624334,11.352510339999917,61.76470588235294,0.368,"{'-1.0': {'precision': 0.4, 'recall': 0.3146067415730337, 'f1-score': 0.3522012578616352, 'support': 89.0}, '0.0': {'precision': 0.32941176470588235, 'recall': 0.3684210526315789, 'f1-score': 0.34782608695652173, 'support': 76.0}, '1.0': {'precision': 0.37894736842105264, 'recall': 0.4235294117647059, 'f1-score': 0.4, 'support': 85.0}, 'accuracy': 0.368, 'macro avg': {'precision': 0.369453044375645, 'recall': 0.3688524019897728, 'f1-score': 0.36667578160605235, 'support': 250.0}, 'weighted avg': {'precision': 0.37138328173374613, 'recall': 0.368, 'f1-score': 0.36712277823352474, 'support': 250.0}}","['n_estimators', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
